applicant_id,income,loan_amount,term,credit_history,default
10a1ee09-a01c-48bb-89cc-cbfe05685493,25605,682709,24,1,0
df4e5834-76ac-48c7-ac66-65c28fb720ba,22901,831700,6,0,1
686bd144-011c-4bd7-8233-8a381e92ca85,24730,878732,36,1,0
9d736c03-999b-423b-921f-62c259e1d3b5,30971,811384,30,0,1
1095b09b-b983-4bff-8ded-25cecf7115d6,17956,304089,36,1,1
c7e4af1e-2081-4185-9159-9f624be99332,29696,800546,48,1,1
cc132187-7513-409d-8513-e6e672a7813f,16054,137607,24,1,1
d47b8f58-5389-4729-a8f0-aab1d978c9d4,17404,758278,48,0,1
283aea42-a1b9-43b2-8271-14a301953e1f,23829,556072,36,0,1
30aa8c3d-8b6c-49ed-b378-eecf2c55754d,27641,291307,42,1,1
78580450-2266-4920-887c-8ab0c2dccc8e,18319,347672,36,0,1
fb947140-a573-4fa1-8f93-8e5808831d81,32781,879652,48,0,0
f5ab65be-632a-4ece-9e90-d2a4795a81a1,33812,896189,54,0,1
b7cc6abb-01d4-4b3d-858d-86f4c45e619a,16325,749438,12,0,0
254514af-aba5-4701-ac79-5377fd64e8ef,23691,396307,18,0,1
8ebe160f-8265-4ed8-8d61-092b5b668029,17462,736118,42,1,0
101d9cfd-8c64-4e20-890c-e0203e78821e,27033,176725,24,0,1
6d1db67f-81b4-4568-a9f9-960ec6f48e21,18797,987445,36,0,1
c2eb53ca-7bf7-414e-8a57-ef545a2a0c29,14014,615149,54,1,1
de58c4c3-2a9e-4413-a2dc-e1892ad5ce9b,20639,128568,54,0,1
815ed765-c1b5-4dba-9f14-cfcd1ddb5e3d,21830,418202,24,0,1
d7ff61f0-09ed-4ec0-9e2b-25977a356c0a,3323,527829,42,1,0
aafcf718-55f8-489e-b73c-290403c913c2,28810,901421,42,1,1
feec5378-7675-4992-bd16-93e081950d28,16030,892855,12,1,0
a0b17244-937a-449b-b98f-342c68361aa1,4734,231440,24,0,1
5a201df5-0f60-4de0-a7b0-1263892ecd91,34826,614809,36,1,1
95e9b3bd-82f6-4ede-87e3-dd083639f80f,23804,874070,54,1,1
295e63e3-f34a-47ea-a580-5414a0dbf4c3,12259,255467,12,1,0
2860e872-c814-4cf5-bcb9-4687663a0668,19694,600500,6,0,1
a23cdb58-8d14-4b12-9c05-669fa9202f29,27958,234356,30,1,0
71a8939c-187e-4f7d-9892-257b20333a7a,18227,560900,36,0,1
f3e30dee-1732-4d16-80d7-a9c4b645a98b,21761,602486,54,0,1
2c42ac0c-0047-456b-92e0-783a388253b4,21408,343895,48,1,1
86ffbb15-3052-4316-b9c5-d591a877f65a,24585,448150,60,0,1
e64ba085-6eb8-489f-9d95-d7bfcf0927d5,8427,107267,36,1,0
6d55d13a-fcce-4cd0-8794-0d764e56ad4c,13037,158482,60,1,1
aa48a5ef-309b-448a-b14e-c6fb1afae15e,27343,896668,30,0,1
e6669df1-ba35-4aa3-ac86-fdef323bd333,34079,576583,18,1,1
9dbaa4e3-15af-4cff-977e-06ed67f57fc5,16577,668988,30,0,1
81661a2d-23b4-4e1b-901f-9c061febaa61,29003,956288,24,1,0
0cfa4b34-75a7-4a31-b9f8-67da9ff43af9,19764,942185,48,1,1
7829a8e1-2d9c-4e42-ab01-7b24bb887734,17664,367666,6,1,0
4bdcdd36-507a-4cb5-88e4-d7aadd812330,27056,157561,48,1,1
7ac32691-836b-4d4b-ab86-dfec8f628f33,20618,997316,6,1,0
cd612954-90af-407a-8aa5-b781d5b6200a,21678,887962,24,1,0
b08abbfb-ce6b-47d7-8c53-084ac9b4bc3f,21766,636167,48,1,1
1fe4ddbb-c3d6-4179-afa7-1261b25b551f,18381,300147,54,0,0
07a842c3-d9da-4e05-97e9-06d315202897,23478,908139,36,0,0
f28ee872-3b4e-492c-b9ce-37b374852e51,29505,642415,60,1,1
6bcc5bae-62d6-4927-92cd-60beeb2fbde6,26127,633830,12,1,0
28c18bea-535b-4a70-9636-2cd1ddb3492c,34134,341624,36,0,1
9d14d747-a2ea-4300-9370-f8a4fd686054,18668,414173,60,1,1
f06cce80-440d-4e50-ad70-a863b3d29246,18920,634784,60,0,1
5eae47dc-d20f-4611-83fc-8425fe5de5b9,17642,454447,54,1,1
0cef7f9e-8180-4251-91de-5c657770d8fd,31157,582201,48,1,0
9160faec-a1bd-4188-ab6a-a118dc840b19,18726,778962,18,1,0
0939a3fd-2c51-4010-b212-86db399ae0a2,29881,169316,48,0,1
66ad154b-0c99-405f-8e6f-cc98785080f5,11416,803028,12,0,1
d14f937b-80e2-46e3-9b2d-d7a3f59e2bd4,29889,158410,30,0,1
820960fa-af32-4b30-a0e5-e6ca2a58550b,24712,192524,6,1,0
547e606f-b6a1-4ca7-b271-90644586e9a7,13040,523725,6,0,1
92fb3996-65b3-4585-adcd-986da1d22e8b,18444,115577,42,0,1
a78a0307-3e10-4a7d-a022-f60b17c88abb,16598,678518,48,1,1
de1ef7bf-7554-4e31-adf5-f23ec24e48a7,21111,308703,60,0,1
6b53a651-510a-4667-8760-d5a27923bd03,17499,218372,30,1,1
f8e43103-c5d1-4497-9329-267aa1ffb3b2,14360,977183,42,0,1
0b6ac61f-f7e9-46d7-a8a0-376cb1e06789,23075,977625,24,0,1
17f42084-c4ce-4c27-b064-d6296e403f14,22773,622608,54,0,0
9e368822-a2c0-41f6-8340-9bce0837aa66,18946,138281,42,1,1
eea0fd99-bfe9-4567-97f9-ce920fd97c15,28296,665477,60,0,1
fdd1bf43-a144-4f47-a6b7-9d7dcd829d6f,34030,106202,6,0,1
f610e216-e305-41a4-99ae-258264a3575b,14374,993884,48,0,1
ac1132c9-d2f4-44fe-8a67-40692e12b499,29491,626171,48,0,1
19db795d-9083-4cde-9033-ad2a8e5b6d46,20051,171995,6,1,0
3de16c90-d9ed-4952-b5fd-0b3078b60bc6,31611,625954,36,0,1
15b541b2-9e5e-4201-8839-0ba593baf341,34368,343892,36,0,1
e4092629-8b2d-4e52-98c3-53a1c0bac848,18310,346341,24,1,1
96ae9b57-c80d-439e-b8e0-1e7bfa748fe1,15319,803718,48,0,1
3190ca80-d91b-4ac2-b5e3-9f5e6d892086,12692,570373,42,0,1
8c158969-f6bd-49dd-a413-d665ee1fcdeb,25649,943185,24,0,1
cdb62e74-c103-48db-9219-d5d4d981c6cf,15780,381103,18,0,1
c8d45c8f-15e1-48bc-8302-cdee4876d4a2,17245,110212,54,1,1
a4ede31a-aa6e-4f67-9ae0-f9b92add3a90,8490,297073,54,0,1
47e2c618-f53b-4c1a-8858-f165336ca7f1,12321,712993,48,1,1
f17b0041-008c-4ffe-963c-6e03fea98cea,12402,111527,30,0,0
7b1a2113-b39b-4c5a-b59f-40991ca0ded6,16691,311032,48,0,1
d6e3cf38-3e0e-451c-8dac-74245f26392c,9007,426675,24,1,0
962f315c-5b64-4499-8aec-138a00847f1c,21463,859944,24,1,1
47e7b9e4-c1f3-482d-a338-689c3c65abaf,16504,874884,60,0,1
a1b4593f-a927-4147-a2d0-cea8bdd2c548,20589,348053,24,0,1
3d9eef4b-ddeb-4a18-b6e8-93f9cdaa1346,15123,332293,18,0,1
66ad7bed-98b9-47f1-ae44-97d49d0e987b,13491,138639,30,1,1
d6b7fb92-807c-4266-bf8e-a9c790caea29,31346,575002,12,1,0
13f65a56-786c-4884-aeaf-68c92af9d1d9,16246,460982,42,1,1
ff276b5c-7d44-4fe1-b3ba-99adae33903e,25648,976443,24,1,0
440980f4-0b0f-46b4-ba80-a49a80f942c0,31075,544438,42,1,1
fb57dc63-7c16-4fbb-84bc-187d2c0106e0,20233,348461,24,1,1
0d3cf3b3-5cb3-402a-a5e3-c3d033016616,27592,697811,24,0,0
98983265-2139-4708-923b-24daa361933e,26513,991370,18,1,0
2416b6ec-a883-44d8-b679-fce2684bc3e0,17195,283415,24,0,0
59a9b2ff-ac75-4d01-9e25-b6ec65808d13,15883,180607,6,1,0
9c0ed9c3-b3a3-41c1-882c-d6054aa67e2a,17098,700107,18,1,0
8258acf9-da21-44d3-ab6d-af376a014b77,23572,922674,48,1,1
d1679661-2377-4207-8db4-acb88669a9c2,23094,198355,36,0,1
27e48d22-73c6-4b2b-8343-82970c07b7d1,32104,375995,30,1,1
459007ba-7677-4c03-8270-6f4350725ec1,17375,198275,24,0,1
fee88f9f-fae9-4b9c-a10b-e57368d54869,19318,964099,42,0,1
90f7cf42-e218-4277-be86-14391a68f91f,27593,679111,24,1,0
56729896-0781-4d5f-849b-c521a9d8a304,16406,521294,36,0,1
e8d7a7c4-7a6c-46da-8d44-5e4ff2aa778a,11436,106005,60,1,1
6fc4bf2b-a3c9-4bee-b8d7-9da542554ae8,27256,652346,48,0,1
bc91ccd7-8ef6-46e6-98f4-33b4b57f225e,20178,210931,42,1,0
d76ca55e-f983-4ec9-9691-32464fe58b43,23161,661522,42,1,1
0d9b9bed-e254-4c48-8046-33da28217cee,12232,973297,30,0,1
523784d3-92cc-4d4e-a02f-1f123f482f7f,12047,325017,60,0,1
831eac79-e42a-4d5c-9fd0-a3b3c4cb605e,26130,228841,24,1,1
2b4e638d-7066-46dc-be48-7045973c8314,23659,754510,30,1,0
5edb0168-e2c7-40d1-ba98-90344e1a7d1b,16846,177150,36,1,1
f1a7161a-3f33-43ab-81b5-8e856bf19a9f,14130,566360,48,1,0
275ca8f0-a1c6-4159-96c8-a07b3cca1625,14671,962140,54,1,0
a7f90190-cc8e-40ee-beeb-673bf8636b0b,22005,462957,18,0,0
6eaf259d-3d89-4287-b87a-7fe63a00e8c1,16474,898897,60,1,1
4a868b78-daab-4bf7-9106-516be8534c0d,9817,318319,54,1,1
31f5ae1e-c17f-40d2-8531-1fb5fa2972da,16763,419092,12,0,1
3b12866d-2e74-4909-8990-e7438d044cd2,26567,450072,12,0,1
b1982c40-284c-4168-8ee4-24ff37269f85,16402,563485,24,1,0
4704fd2f-10f2-499b-965f-ad2ff8845703,11319,691195,12,0,1
b952147b-e68a-4835-93f9-d2083c004951,20841,102797,24,0,1
d1ae85b8-4c4b-4155-8c55-2d4b62333ac8,25670,313279,36,1,0
9b8b0092-2093-4e73-b76c-b0d1617996f4,28956,858511,12,1,0
965eb810-827a-4ac1-828a-8b139bd94f6a,17370,293961,48,1,0
b88f6d45-f3dc-49a6-90a8-4718cda10419,19830,678224,12,1,0
e5d11c24-7a87-4420-81f1-c38180a13ab3,30633,397540,60,1,1
ad5aed8b-b384-4b01-b53a-5d8ae0fc8bb0,13111,679231,48,1,1
7309ffed-d079-48e7-b7f8-325f3e3ad75e,13223,119147,48,1,1
d2d36c6d-e7a4-4e73-889d-d84deed030c5,26288,168796,18,0,1
ed13dfad-60f1-4a7f-a6cc-3681b5818884,20593,237737,6,1,0
a8895890-1f9f-4a15-8315-2c7527155834,19851,310156,36,1,0
f729ad95-cbfc-4f08-8113-999d929f9eee,20014,360691,42,0,1
b353cace-c37f-4694-b317-70d4e3b3be3a,19743,843215,12,0,0
d1a702fb-98c3-4b69-91a3-c42c569ed8b8,14980,815408,18,0,1
851bafda-0b63-47a1-b280-6a59f8e5f46e,33578,967219,18,1,0
d3b73f21-6128-4eba-b972-46d738427b34,11279,181757,12,0,0
086dd01b-040c-4612-8da8-c4f61b47f6ec,16839,507584,48,0,1
805005f1-6053-4682-9e72-f7676810e983,13954,803564,42,1,0
5800bcae-c84c-4a3d-b5f2-90be0f527903,18460,820163,12,1,1
f966a136-4a85-4fdc-9d44-53d33efe587a,22701,453363,6,0,1
14fd697b-bc6c-44bd-90b7-94389e3dcc76,10630,630139,18,1,0
798bd29c-f08c-4eda-86ca-3d2a24bb504b,24437,204347,6,0,1
9560ab8a-adcd-4733-a7df-bdfdc936d09d,25909,510276,12,0,1
e8a9dd29-bbbf-4cf9-8d18-a4965b840428,26342,167615,54,0,1
e331b19a-4ead-4f8b-85f4-fa5fa102132a,16569,264920,18,1,1
2f401628-5950-4232-b880-117e6ab7bb7b,27811,406615,54,1,1
353e0cd8-9333-490b-af21-f1e0664b3d19,18110,970587,18,0,1
b4cc3df6-ddc4-4a3a-b401-9b1220a8d419,32902,394943,24,0,1
29507c4b-9a21-409b-ae3c-9164f3cfc841,18544,174183,48,1,1
7719a897-736c-4e62-8e3f-3d60eb84f61b,16576,604891,30,1,0
b24d4ec0-02f5-4a1b-b502-a8ea5be89432,14926,672973,36,0,1
c57f0647-c0cc-4edc-8713-5d2554aa097e,8159,533597,42,1,0
060ecf17-5cb9-4e67-bdfe-7f038b74c01a,11700,519108,30,0,1
c2e3348c-3def-4fd5-845b-acc394f8d9b8,23546,876278,42,0,1
1dfee6e9-8855-407d-ac3a-ac0f50c82eef,8644,983570,54,0,1
06bc99ff-f571-4203-9aff-e8c458ae07ec,14248,616616,12,1,0
637bb1af-c53e-4dc9-b055-0816a0ed6945,7219,369509,18,1,0
7eec3de5-d35b-4e8f-98c3-e42fe0e3847f,13219,540573,18,1,0
2475c528-b045-4199-b058-88b2990ba70d,22276,589799,24,1,0
c9297aee-09b0-433e-a554-68c162393007,8951,533963,48,0,0
2415143f-0aaa-4dab-8a6a-4af12d813b2e,14294,127715,36,1,1
c3ec540e-c9eb-48e3-a9da-1d2f8b8c05ea,26385,716872,30,0,1
65de69ca-1c05-4169-9a53-2b99611ab9af,21455,490402,36,1,1
dd6f608e-ced9-4d0b-809c-da0ec0e75acf,17983,619745,48,1,1
0672a379-504f-43d4-a143-53842b5e597e,18004,211737,24,0,1
a3ce61af-9646-49d2-ab99-a9253ca917d5,26806,788328,24,1,0
8a7a9cdb-4871-4497-b10a-180c119a8189,18382,720947,12,1,0
467daf22-e7a5-47c6-a5ea-920321291878,27516,649435,6,0,1
64720927-bca6-49b0-a6f3-7781fbacb91c,16231,195296,24,0,1
8a08cf12-f498-4e51-91f4-4b37f6e7193d,28827,933643,6,0,1
7177eacd-c8cf-419a-811e-a1176cfc0ab9,18842,710410,54,1,0
8982b39f-898a-4b47-9cc8-c16e538c6fbe,28390,642328,30,1,1
621ca8c8-6382-4798-bde0-01e20391df95,18923,781736,60,0,1
ec5557eb-8720-43d6-8243-917fd025b617,27574,260346,6,0,1
402a38c6-3a15-4ed2-a7da-887efcb45b44,18247,803880,18,1,0
71768645-4dba-4ca2-9f6a-0e19820428f6,26393,127201,48,0,1
70ee2c19-979b-459b-93f1-f0c7ab1f2c8c,17096,113063,54,1,1
622c9576-5085-42f2-86ae-0b449b00c9eb,23510,973278,60,0,0
73a516f8-a3ed-4503-92a6-9f059aad38f3,30540,656568,12,1,0
68006058-dc08-4b09-9646-77f74c672735,16197,669418,12,1,0
344f71a8-adfd-4eba-9d35-a5ff6a6f2992,28010,241874,18,0,1
e4e62908-ef9c-4b46-b984-60449e25b733,20252,922074,12,1,1
fbbaf7e3-5feb-4236-916c-61db578eb6a7,36100,451443,42,0,1
989fb5db-d717-4f1a-8e4b-04e301236928,26545,112427,24,0,1
57251548-305f-4686-b169-4cdbf2cbccd3,19969,702573,48,0,0
7294ce96-c757-46bb-bb4a-b41e1d275d3e,22250,509725,42,0,0
a26c133f-f217-4711-a1b2-d9b808d9b2aa,23833,308268,48,1,0
35a4252d-91dd-4643-abff-cec763f9941e,24346,717447,6,1,0
1e4acec6-a115-4820-b7e4-83bc2fa65670,6948,389997,54,1,0
203d9c7b-33f4-4e62-8338-4129a85ffe9d,23174,345101,42,1,1
1a2952f5-3afb-4b99-8db3-00aeb09df0d8,28533,490325,48,0,1
bd3114dd-deef-4e87-af94-620993398177,16636,993263,24,1,1
62da4eb1-4ddb-49a3-9523-b1304287bea5,15981,966479,54,1,0
783b6b69-bcde-4131-b978-a26e20da4d3e,9786,227082,60,0,0
2ec58de2-a799-43af-90d7-59c5aa943a71,7855,918377,54,1,0
f896ff86-dd80-406f-9f0e-362b739375e2,22276,975274,60,1,1
c3731e9d-f52d-4eb9-8909-aa8fc9a8973c,21335,885080,36,1,0
8b0a0438-a62e-4be7-a7a1-a138fc7d2ea3,19697,129152,60,1,1
4eea8b03-2060-4108-a81b-34b62ba58d37,21385,592112,42,0,0
016b7c94-aa54-402a-a93c-059517d42d18,22032,627104,54,1,1
c9a2af92-b953-41d6-ac9b-7d244a96d749,19366,783712,48,0,1
12ea41fb-3fcc-4e61-82d5-27fcea39edf3,24904,553354,60,1,1
7fdb31ad-6345-459b-9f14-2323f92277fb,23701,246850,30,0,1
3f7314ba-adf2-4df9-b960-5b8ead10f9e5,15053,405951,42,0,1
6c89a9f2-55ec-42ad-8dce-be4270f95a04,24761,837153,30,0,0
5ea68c63-1788-4fe4-bd0a-6dd31bcac4f6,18241,920351,24,0,0
30cb8963-1c75-4c3c-a883-302cf77d7938,20809,720733,54,0,1
b7b95b34-58d5-4abb-b9f7-2e3fc6a424b7,7099,366791,48,1,0
af7484f9-1b6f-4dff-aa47-e4492d3f9417,21564,308940,48,0,1
b7631aa8-b73a-40ab-8c37-ae4a3a4771d8,26815,827317,12,0,1
db81ee90-7d1c-4de7-bb1b-c515da47e202,15242,718246,18,0,1
b5160d98-610f-40ae-ba69-824e27c1f130,21567,667456,54,0,1
83131596-7b0f-4a8f-8e6d-613f7af091ef,26244,498475,60,0,1
999f0686-1d59-4125-8185-f9fc860e9674,21106,463594,42,0,1
b8c5d6c6-b3d0-45b7-a56c-fc7a79f49473,21946,562212,42,0,0
9d203c83-85c6-4b2f-8f15-5fd2d79423aa,22529,578768,54,1,1
aa68f621-b6cf-4beb-8f48-c10ad5500dd8,27863,417333,60,1,1
ff12fffc-ea52-4cf0-b891-7c06b3a55c8d,22753,495499,30,1,1
cb28e5e4-5a07-4865-8e20-f91fc61dba68,15692,150480,54,1,0
ab78dbd1-8f43-4eb6-954d-e07984030f2c,15253,470869,54,0,1
10e06d5f-c721-4d54-8970-111316e3be25,30559,921166,24,0,0
58bd48f1-54ce-4f39-a065-2f3f1bd4c859,11645,930763,30,1,0
1529d290-3f7e-449f-98e8-cb867af4d524,15815,533206,60,1,1
4f2521ec-e7aa-4e5b-b71a-31d0b5adabc2,12936,394142,60,1,1
729d2baa-46d2-48a6-8177-79398903b865,18530,289482,54,0,1
476fe5a8-f024-4b67-92a9-3576a0b97dd2,24697,960611,6,0,1
ad03de34-d0c8-4bdc-ae9b-d55f75d472de,23598,883716,12,1,1
723a85e5-d929-4fe1-a5e1-3593d791996e,23964,633352,30,0,1
e2081664-b634-450d-a5a8-cef63f634e74,19875,503234,60,0,0
de5c0e5f-6159-42d5-a97a-e8e2a8908097,26227,680300,18,0,1
b683f81a-efce-4999-8844-9aa4cba64958,18073,467406,12,1,0
62d00dd6-a8e9-4aef-8197-9fccd91f7546,28166,215882,30,1,0
346382f3-ae07-4269-89ba-f00877221172,19338,597240,24,0,1
7b17e091-6813-44a0-9845-a18b15ccbd8e,14528,785214,24,1,0
5d02d263-d691-47ba-ac6a-f5ded58efcf3,10441,740942,48,1,0
732a7a38-b9c1-4c68-8d8a-435c70a620ab,34903,858793,36,1,1
3900c292-38f2-4bcf-8215-88e72a242c37,23407,405933,48,0,1
887bcaba-3294-4419-b21d-e46376fdb3a4,12200,555338,60,1,1
7cd2a566-c560-4d40-b46b-ecf57346d9b3,22656,880552,6,0,1
98958990-fdc4-4f6a-92ec-a746a9f5f555,33564,468287,24,0,1
44df77d2-b890-4d7b-be3e-507fd7c5a0ab,23613,666438,24,1,0
d9af2d26-2d91-413a-a67d-ce72e70f0350,27817,488878,48,0,0
241608c0-ea95-4f03-9d8b-53caf7c5460c,17152,789472,48,1,0
f0e03c27-9c4a-43bc-8189-67aea208367e,27188,284411,6,0,1
c29c93ce-1562-4d2e-bd20-67ce6e4e4b7f,25877,666269,60,0,1
f2b068cd-fe2c-4a04-ad64-43aa07632afd,29306,439165,18,0,1
3ee9a27f-5c39-434d-a37c-1043b5dc448d,13656,854053,18,1,1
e045d898-64aa-42fd-af83-bdadc823b4e0,18344,442412,24,1,0
04ac0c9f-6427-4065-8428-4b4a6f0232db,18441,632187,12,0,0
33e4aa39-120b-458f-bf5b-56442797f126,9102,907830,18,1,0
b5e9c895-72be-46a8-839d-a035831fcf70,16046,751773,54,0,1
a881930a-0905-4eac-bd4a-6dbf8770cfda,15658,496959,6,0,1
24a8975d-f616-4473-af42-907bd144d25a,4901,423718,6,0,1
8ef3022e-6452-44b1-a81a-3699d8517e3a,17346,192101,18,0,1
694df4ea-0e20-4ed4-b7c8-aad1dceeedc4,17076,347749,60,0,0
a3fb3e91-2baf-4300-89f2-fd368b30b6a4,12727,507953,36,0,0
2514d490-9660-4460-a2f1-fe7225c96764,18555,350004,54,1,1
586979be-1279-4f61-9243-bdc446a86122,10196,694243,18,0,1
299806e2-4c0f-44fa-a85f-92acad28470c,26539,665352,18,0,1
7baafec2-0a65-4a2f-a72b-dd4762eba194,19108,358084,48,1,1
2ac2791e-416f-4604-8445-f1f929adc070,23238,731341,42,0,1
f524a8f7-bca1-41b3-b485-3ae36e69a893,22192,466392,48,1,1
5f6f9f63-7236-4e8b-8200-18e1075ef72a,18000,367427,54,0,0
31cf3d92-d53d-4db1-a824-70960e9f3b2e,19559,907201,30,0,1
32e5d44c-e5e9-447f-aa0d-01a6486679b8,23098,496326,12,1,0
ab62b2d6-5b0c-48c8-b1c7-fb770e14a776,30228,399655,42,0,1
31cf2011-97f3-4c63-96db-cce3ac2dc585,28844,969194,12,0,1
b0ec68f9-2384-4968-a75e-6c844edb1f11,18983,539179,42,0,0
220d4999-dfc9-4e7c-9c76-6b644292739d,29669,695798,60,1,1
71b93db0-c4a4-49cc-afe1-af12ceaad50e,14417,939059,36,0,1
04511456-5898-4115-9239-6006a8148764,14811,614359,48,0,1
0909736c-5e9f-42b5-ae2a-d127fb3f91fb,19245,813487,24,0,0
c73baf02-92a2-4692-9f67-71c82534032f,23667,777425,48,0,0
229720e7-5ff4-421b-a8e8-70280f762f1f,23687,220146,36,1,1
7a923c13-239f-414c-ad85-09315e3deac7,1861,362374,6,0,1
fa98d2ab-6fe1-4321-afa5-f21e120eeb01,22535,298741,12,1,0
a37b1361-159d-45f6-8aeb-d2d726fc126e,26376,964610,18,1,0
51ade05b-8ff3-46b2-a3ed-b484d41d94e7,25370,481902,36,0,0
b5a8e274-97fc-4419-a0d5-f19dceb93a8d,23083,608596,48,0,1
cffe87e7-3acd-466a-8633-d76a1cbc3642,19590,586014,30,1,1
67a2df09-2abb-40b8-ab50-3b8d6f1252cb,23608,144430,60,1,1
8619b934-0cee-47d7-9fac-66b0e8051292,13207,362823,48,0,0
214f3f90-76c0-4aa4-a661-084fb202c177,16573,511698,24,1,0
a37828e5-1779-4db4-acea-66e85e459ef8,28070,604980,12,0,1
e925055e-43e5-41be-a210-c32be24a3c85,30365,363802,18,0,1
542e4b00-9319-4014-8804-3360ec8897a7,28799,721978,6,0,0
c75ba703-38e3-4760-9a68-0e605ace5657,29228,681343,60,0,1
4c847382-7cfd-4223-a25f-e9c646d4c4e5,21908,708645,12,1,0
29820595-0e12-4422-95ae-de5b889a27c7,32182,897332,48,0,1
5946ab0e-fbdb-4b9d-b05f-ca5a7bda15b2,25361,460941,18,1,1
9ba149a3-ed05-475b-943e-85574c319baa,24279,766639,54,0,1
b3a8c536-8d6a-429f-9ab6-fe82ce21e1c9,32853,973259,48,1,1
b47533a0-8cb3-4997-ae6c-c30232c4a708,17011,291677,54,1,0
e0abbe9a-e196-4a4c-bd93-cd152c6f128d,31255,706929,48,1,1
af17414c-3a20-4afb-99e9-4b515fa13c24,16335,294902,18,0,1
ff629c05-070d-48af-8b3d-9d29a9a9d144,17955,207201,48,0,1
be136f2c-94f8-4da9-bd1e-2646a995b19b,27164,953751,6,0,1
be8f8511-b6dd-40ad-86ea-3fd92772a129,26614,406494,24,1,1
